SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
826,H&FW,"The Administrative Medical Officer, Taluk General Hospital,Nanjankund,Mysore", 2016-17,IV/IIB/2016-17,GSA,,Bio-Medical waste Management.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
827,H&FW,"The Administrative Medical Officer, Taluk General Hospital,Nanjankund,Mysore", 2016-17,V/IIB/2016-17,GSA,,Individual Electric Meter not installed for separate residential Quarters.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
828,H&FW,"The Administrative Medical Officer, Taluk General Hospital,Nanjankund,Mysore", 2016-17,VI/IIB/2016-17,GSA,,Review of Store/Stock Register. ,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
829,H&FW,"The District Surgeon of District Hospital, Kalaburgi.",2015-16,II/IIA/2001-03,GSA,,Non Recovery of quarters rent from private house surgeons and PG students Rs.137308,, B,IIA,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
830,H&FW,"The District Surgeon,District Civil Hospital, Kalaburgi",2015-16,I/IIA/2006-07,GSA,, Man power management accommodation of doctors in excess of the sanctioned strength -individual expenditure of Rs.35.17 lakh on pay and allowances,, E,IIA,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
831,H&FW,"The District Surgeon,District Civil Hospital, Kalaburgi",2015-16,I/IIB/2010-12,GSA,,   Bio-Medical waste management excess payment to CHAMP(CTF)Rs.9.17Lakh,, B,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
832,H&FW,"The District Surgeon,District Civil Hospital, Kalaburgi",2015-16,V/ IIB /2011-12,GSA,,Non receipt of acknowledgement for payment of fresh ship / higher fees to sc/st student of rs.43.64Lakh,, J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
833,H&FW,"The District Surgeon,District Civil Hospital, Kalaburgi",2012-13,I/IIA/2012-13,GSA,,Avoidable extra expenditure of Rs.37.80 crore due to closure of work KRIDL  in violation of terms and condition of tender agreement and entrustment of work to second contractor without risk and cost of first contractor (KRIDL) and unfruitful expenditure of Rs.60.30 Crore due to defective construction ,, D,IIA,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
834,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi",2012-13,IV/IIB/2012-13,GSA,,"Non replacement of sub standard medicine worth Rs.13,111/-",, J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
835,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi",2012-13,V/IIB/2012-13,GSA,,Un-authorised absence from duty -Non regularization of absence period,, F,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
836,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2014-15,I/IIB/2014-15,GSA,,Non-remittance of use charges and clinical fee to Government account Rs. 2.18 Crore.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
837,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2014-15,II/IIB/2014-15,GSA,,Misclassification of remittances – Rs. 45.27 lakh,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
838,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2014-15,IV/IIB/2014-15,GSA,,Non replacement of sub-standard  drugs-Rs. 25886/-,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
839,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2014-15,IX/IIB/2014-15,GSA,,Non-production of records/vouchers.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
840,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,I/IIB/2015-16,GSA,,Non-handing over of Administrative control of the District Hospital,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
841,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,II/IIB/2015-16,GSA,,"Non-deduction of Income Tax Rs. 10,000/- from M/s Kruthi Consultants.",,B,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
842,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,III/IIB/2015-16,GSA,,Non deduction of Income Tax Rs. 39048/- from M/s CHAMP,,B,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
843,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,IV/IIB/2015-16,GSA,,Non construction of Dharamshala/Choultery building resulting in blocking of funds of Rs. 27.32 lakh.,,G,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
844,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,V/IIB/2015-16,GSA,,Avoidable payment of power charges Rs. 6.77 lakh,,D,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
845,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,VI/IIB/2015-16,GSA,,"Idle Vehicles, Non disposal of released spare parts of vehicle and non disposal of Condemned vehicle.",,G,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
846,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,VII/IIB/2015-16,GSA,,Non disposal of used X-ray films and Hypo solution.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
847,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,VIII/IIB/2015-16,GSA,,"Drugs worth Rs. 69,348/- not replaced,",,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
848,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,IX/IIB/2015-16,GSA,,Non-maintenance of stock register for consumables in wards.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
849,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,X/IIB/2015-16,GSA,,Lenin  purchased in excess leading to blocking of Government funds.,,G,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
850,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,XI/IIB/2015-16,GSA,,Non-reconciliation of cash books and Bank pass books.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
851,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,XII/IIB/2015-16,GSA,,Non availability of sanctioned staff for nursing college,,I,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
852,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,XIII/IIB/2015-16,GSA,,Omission’s noticed in maintenance of Service Registers.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
853,H&FW,"The District Surgeon, District Civil Hospital, Kalaburgi.",2015-16,XIV/IIB/2015-16,GSA,,Annual Physical verification of stock not conducted in the prescribed  format.,,J,IIB,,,26.04.17,,,,26.04.17,,R.N.R.,R.N.I.,,
854,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,I/IIB/2004-05 to 2011-12,GSA,,"Non remittance of sale proceeds of used X-Rays films, Hypo-Solutions and Unserviceable to Govt Account ",, J,IIB,,,,,,,,,29.05.2015,13.07.2015,,
855,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,II/IIB/2004-05 to 2011-12,GSA,,Misappropriation of fees collected towards X-Rays by Sri.Chikkavaradaiah X-Ray technician ,, A,IIB,,,,,,,,,29.05.2015,13.07.2015,,
856,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,III/IIB/2004-05 to 2011-12,GSA,,Non-Maintenances of NRHM cash book beyond 31-3-2010,, J,IIB,,,,,,,,,29.05.2015,13.07.2015,,
857,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,IV/IIB/2004-05 to 2011-12,GSA,,Avoidable expenditure on engagement of two addl.Drivers ,, D,IIB,,,,,,,,,29.05.2015,13.07.2015,,
858,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,VI/IIB/2004-05 to 2011-12,GSA,,Non disposals of used X-Rays films and Hypo solutions ,, J,IIB,,,,,,,,,29.05.2015,13.07.2015,,
859,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,VII/IIB/2004-05 to 2011-12,GSA,,Idle equipments,, G,IIB,,,,,,,,,29.05.2015,13.07.2015,,
860,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,VIII/IIB/2004-05 to 2011-12,GSA,,Annual  physical verification of stocks of hospital equipments furniture reg.,, J,IIB,,,,,,,,,29.05.2015,13.07.2015,,
861,H&FW,"Sri J.C General Hospital,Arsikere",2011-2012,IX/IIB/2004-05 to 2011-12,GSA,,Approval of annual accounts of Arogya Raksha Samithi ,, J,IIB,,,,,,,,,29.05.2015,13.07.2015,,
862,H&FW,*************************,2012-14,I/IIB/2012-14,GSA,,"Avoidable payment of electricity charges on unused power amounting to Rs. 21,01,672/- for the period from 2004-05 to 2013-14.",,D,IIB,,,,,,,,,,,,
863,H&FW,*************************,2012-14,II/IIB/2012-14,GSA,,Short Collection/Remittance of Clinical Facilities Charges.,,J,IIB,,,,,,,,,,,,
864,H&FW,*************************,2012-14,III/IIB/2012-14,GSA,,Not updating NRHM scheme Cash Book and Non-reconciliation of bank account.,,J,IIB,,,,,,,,,,,,
865,H&FW,*************************,2012-14,IV/IIB/2012-14,GSA,,Non conducting of Annual Physical verification of stocks in all the departments ,,J,IIB,,,,,,,,,,,,
866,H&FW,*************************,2012-14,V/IIB/2012-14,GSA,,Non Disposal of condemned articles.,,J,IIB,,,,,,,,,,,,
867,H&FW,*************************,2012-14,VI/IIB/20012-14,GSA,,"Non-complying of regulatory requirement for installation and safe operation of medical x-ray equipment for diagnostic purpose by hospitals, clinics.",,I,IIB,,,,,,,,,,,,
868,H&FW,*************************,2012-14,VII/IIB/2012-14,GSA,,Delay in Establishment Dialysis  Unit.,,I,IIB,,,,,,,,,,,,
869,H&FW,"District Surgeon,District Hospital,Ramanagaram", 2016-17,VI/IIB/2010-2011,GSA,,"Stepping up of pay with approval in respect of Shri.J.Charles,SDC",, B,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
870,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2011-12,GSA,,Short deduction of Income Tax from salary of doctors,, B,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
871,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2012-13,GSA,,Collection of User charges from BPL –Dialysis ,, J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
872,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,I/IIB/2013-14,GSA,,Excess drawal of Special/Emergency Allowances by Dr. Kalpana B S.,, B,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
873,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2013-14,GSA,,"Non receipt of security deposit from Cashiers, Drivers and Store-keepers.",, F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
874,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,I/IIB/2014-15,GSA,,Irregular drawal of special of Allowance (SPA) and Emergency Service Allowance (ESA) during leave period.,,B,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
875,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2014-15,GSA,,Misclassification of Receipts.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
876,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,III/IIB/2014-15,GSA,,Non-approval of Budget and Annual Accounts of Arogya Raksha Samithi.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
877,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,IV/IIB/2014-15,GSA,,Improper maintenance Stock Registers.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
878,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,V/IIB/2014-15,GSA,,Non-carrying out repairs to ambulance.,,G,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
879,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VI/IIB/2014-15,GSA,,Non-maintenance of 100 KV Diesel Generator Log Book.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
880,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VII/IIB/2014-15,GSA,,Non Maintenance of Stock Register of Birth and Death Certificates ,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
881,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VIII/IIB/2014-15,GSA,,Drinking water facility for public within the  premises.,,I,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
882,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,I/IIB/2015-16,GSA,,Non-Filling  Up of Vacant Posts.,,I,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
883,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2015-16,GSA,,Splitting of purchase to avoid Tendering as per KTPP Act – Rs. 2.95 lakh.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
884,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,III/IIB/2015-16,GSA,,Excess payment of Annual  Maintenance Charges-Rs. 1.50 lakh,,D,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
885,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,IV/IIB/2015-16,GSA,,Improper maintenance of record for Disbursing  of money,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
886,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,V/IIB/2015-16,GSA,,Disposal of biomedical waste excess payment of Rs. 11260/-,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
887,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VI/IIB/2015-16,GSA,,Idle equipment Rs. 93800/-,,G,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
888,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VII/IIB/2015-16,GSA,,Non-reconciliation.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
889,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VIII/IIB/2015-16,GSA,,Improper maintenance of Cash book.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
890,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,IX/IIB/2015-16,GSA,,Transactions not routed through cash book-Rs. 126450/-,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
891,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,X/IIB/2015-16,GSA,,Reimbursement of Medical bills-Rs. 191549/-,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
892,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,XI/IIB/2015-16,GSA,,Non disposal/exchange of expired drugs.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
893,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,XII/IIB/2015-16,GSA,,Improper maintenance and Non closing of stock register.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
894,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,XIII/IIB/2015-16,GSA,,Diversion of Quarters.,,I,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
895,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,XIV/IIB/2015-16,GSA,,Idle-Ambulance.,,G,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
896,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,I/IIB/2016-17,GSA,,Deficiencies in the purchase of linen items.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
897,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,II/IIB/2016-17,GSA,,Purchase  of Furniture,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
898,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,III/IIB/2016-17,GSA,,Deficiencies in the purchase of electronic items.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
899,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,IV/IIB/2016-17,GSA,,Deficiencies noticed in the purchase of Equipments and apparatus.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
900,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,V/IIB/2016-17,GSA,,Undisbursed cash assistance to  beneficiaries under Janani Suraksha Yojana.,,I,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
901,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VI/IIB/2016-17,GSA,,Non-conducting  of annual  physical  verification of store  articles.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
902,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VII/IIB/2016-17,GSA,,Non remittance of ‘User Charges’ into the Consolidated fund of the State.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
903,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,VIII/IIB/2016-17,GSA,,Non-compliance with  the statutory requirement for the safe operation of medical  X-ray machines.,,F,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
904,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,IX/IIB/2016-17,GSA,,Procured  of AC machine  not  taken to  stock.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
905,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,X/IIB/2016-17,GSA,,Inadequacies noticed  in maintenance of Cash book.,,J,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
906,H&FW,"District Surgeon,District Hospital,Ramanagara", 2016-17,XI/IIB/2016-17,GSA,,"Reimbursement of TA Bills-Rs. 17,300/-",,B,IIB,,,23.06.17,,,,23.06.17,,13.07.2018,07.12.2018,,
907,H&FW,Wenlock District Hospital Mangalore,2015-17,VI/IIB/2004-2007,GSA,,"Shortage /excess/expiry of medicine, exact shortage yet to be worked out and recovery from the erring officers/officials",, B,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
908,H&FW,Wenlock District Hospital Mangalore,2015-17,VII/IIB/2004-2007,GSA,,"Loss due to expiry of blood bags of Rs.44,250 cost to be recovered from the erring officials",, E,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
909,H&FW,Wenlock District Hospital Mangalore,2015-17,VII/IIB/2007-2008,GSA,,Idle machinery Rs.14.40Lakh ,, G,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
910,H&FW,Wenlock District Hospital Mangalore,2015-17,IV/IIB/2008-09 to 2009-2010,GSA,,Idle machinery Rs.18.46Lakh ,, G,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
911,H&FW,Wenlock District Hospital Mangalore,2015-17,VI/IIB/2008-09 to 2009-2010,GSA,,Non production of purchase files for the year 2008-09 and 2009-10 .Files were taken  by the Karnataka Lokayukta,, F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
912,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIA/2011-12,GSA,,Short Payment of clinical charges ,, J,IIA,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
913,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIB/2011-12,GSA,,Short recovery of energy charges from rented space in hospital premises ,, B,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
914,H&FW,Wenlock District Hospital Mangalore,2015-17,II/IIB/2011-12,GSA,,Idle Vehicle,, G,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
915,H&FW,Wenlock District Hospital Mangalore,2015-17,IV/IIB/2011-12,GSA,,Idle freezers pending repairs,, G,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
916,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIB/2012-14,GSA,,Non accounting of Linen Stocks worth Rs.5.47 Lakh,, J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
917,H&FW,Wenlock District Hospital Mangalore,2015-17,II/IIB/2012-14,GSA,,Issue of consumable items worth Rs.1.92 Crore to wards without acknowledgements,, F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
918,H&FW,Wenlock District Hospital Mangalore,2015-17,IV/IIB/2012-14,GSA,,Incurring excess expenditure than amount authorised for the peroid 2012-13 and 2013-14,, D,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
919,H&FW,Wenlock District Hospital Mangalore,2015-17,V/IIB/2012-14,GSA,,Purchase of drugs from government mdical stores (KSDLWS) in excess amount alloted,, F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
920,H&FW,Wenlock District Hospital Mangalore,2015-17,VI/IIB/2012-14,GSA,,Non replacement of expired drugs,, J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
921,H&FW,Wenlock District Hospital Mangalore,2015-17,VIII/IIB/2012-14,GSA,,Non disposal of unserviceable kitchen articles,, J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
922,H&FW,Wenlock District Hospital Mangalore,2015-17,IX/IIB/2012-14,GSA,,Non disposal of used hypo solution,, J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
923,H&FW,Wenlock District Hospital Mangalore,2015-17,X/IIB/2012-14,GSA,,Receipts not routed through cash book,, F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
924,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIB/2014-15,GSA,,Split purchase of medical equipments/materials/medicines without approval of Competent Authority.,,F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
925,H&FW,Wenlock District Hospital Mangalore,2015-17,III/IIB/2014-15,GSA,,Delay in remittance of Departmental receipts into the Government Treasury.,,I,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
926,H&FW,Wenlock District Hospital Mangalore,2015-17,IV/IIB/2014-15,GSA,,Improper disposal  of  plastic wastes.,,J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
927,H&FW,Wenlock District Hospital Mangalore,2015-17,VI/IIB/2014-15,GSA,,Under utilization of vehicle,,G,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
928,H&FW,Wenlock District Hospital Mangalore,2015-17,VII/IIB/2014-15,GSA,,"Non-obtaining of security deposits from  Cashier, Store keeper & Drivers.",,F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
929,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIA/2015-17,GSA,,"Loss of Rs. 27,01,221/-",,E,IIA,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
930,H&FW,Wenlock District Hospital Mangalore,2015-17,I/IIB/2015-17,GSA,,Loss of 408 units (143 litres) of transferable Blood due  to non  utilization of the same  before the date of expire.,,E,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
931,H&FW,Wenlock District Hospital Mangalore,2015-17,II/IIB/2015-17,GSA,,Vajpayee “Arogya Shree Scheme Avoidable  loss towards penalty Rs. 13.84 lakh.,,E,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
932,H&FW,Wenlock District Hospital Mangalore,2015-17,III/IIB/2015-17,GSA,,"Avoidable  payment of Electricity Charges of Rs. 1,93,040/-",,D,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
933,H&FW,Wenlock District Hospital Mangalore,2015-17,IV/IIB/2015-17,GSA,,Non following of KTPP Act in purchases made amounting to Rs. 22.48 lakh.,,F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
934,H&FW,Wenlock District Hospital Mangalore,2015-17,V/IIB/2015-17,GSA,,Amount kept as  Fixed deposits  is not as per ARS guidelines.,,F,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
935,H&FW,Wenlock District Hospital Mangalore,2015-17,VI/IIB/2015-17,GSA,,Staff working  for below the sanctioned strength (350) vacancies),,I,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
936,H&FW,Wenlock District Hospital Mangalore,2015-17,VII/IIB/2015-17,GSA,,"Non-remittance of Interest Earned  amounting to Rs. 4,19,930/- kept in Bank Account.",,J,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
937,H&FW,Wenlock District Hospital Mangalore,2015-17,VIII/IIB/2015-17,GSA,,"Non recovery of ATM rent amounting to Rs. 1,02,150/-",,B,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
938,H&FW,Wenlock District Hospital Mangalore,2015-17,IX/IIB/2015-17,GSA,,Drugs expired due to non utilization,,E,IIB,,,06.06.17,,,,06.06.17,,19.12.2017,19.03.2018,,
939,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,I/IIA/2006-2007 to 2011-2012,GSA,, Encroachment of hospital land worth Rs.127.14 Crore,, F,IIA,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
940,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,I/IIB/2006-2007 to 2011-2012,GSA,,Incorrect granting of stagnation  increment and excess payment of pay and allowances ,, B,IIB,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
941,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,I/IIB/2012-17,GSA,,Excess drawal  of special/emergency allowances  by Doctors.,,B,IIB,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
942,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,II/IIB/2012-17,GSA,,Purchases made to an extent of Rs. 7.36 lakh without following the provision of KTPP Act.,,F,IIB,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
943,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,III/IIB/2012-17,GSA,,Excess payment made to MESCOM due to wrong classification of Tariff. ,,D,IIB,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
944,H&FW,"Government TB and Chest Diseases Hospital MUDUSHEDDE, Mangalore",2012-17,IV/IIB/2012-17,GSA,,"Non recovery of TDS Rs. 6,927/-",,B,IIB,,,14.06.17,,,,14.06.17,,R.N.R.,R.N.I.,,
